open,high,low,close,volume,return_1m,return_5m,return_15m,return_30m,return_1h,vol_return_1m,vol_return_5m,vol_ratio,rsi,macd,macd_signal,macd_hist,bb_pct,momentum_5m,volatility_5m,high_low_pct,price_zscore,ema_diff
0.868,0.87,0.868,0.87,76.27,0.0011507479861909,0.0023041474654377,0.0034602076124568,0.0034602076124568,0.0034602076124568,0.0376870748299318,-0.2949061662198392,0.8880272916636041,58.33326527785717,0.000266511392266,0.0001784634913337,8.804790093230291e-05,0.5198851710047122,0.002,0.0006306538748645,0.0022988505720702,0.9459754010075084,0.0005384019876402
0.00118,0.001182,0.001177,0.001177,257812.0,-0.0025423728813559,-0.0016963528413909,-0.0084245998315078,-0.0050718512256973,0.0042662116040956,0.4922439340618634,1.221731974043657,1.2974901176670055,26.071087164334216,-1.1218965648928346e-06,-2.5308888833262586e-07,-8.688076765602087e-07,-0.6520560191134989,-1.999999999999832e-06,0.0016534390267213,0.00424808475099,-0.2367539262117257,-0.0021017757297699
1.2361,1.2385,1.2308,1.2325,258437.0,-0.0029123857293099,-0.0043622263510785,-0.0098015586085,-0.0150243746503637,0.006204588129643,0.2715740561242816,-0.4908069731330767,0.6444303449773363,39.14727620035134,-0.003141600050712,-0.0030365553407928,-0.0001050447099192,-0.327700467533481,-0.0054,0.0048292530593982,0.0062474644979736,-0.5869183288829471,-0.0025582715049701
0.0269,0.0269,0.0269,0.0269,3978.0,0.0,0.0037313432835821,0.0,-0.007380073800738,0.0037313432835821,-0.2945557723000532,-0.7230576441102756,0.4257254616573728,49.99912501531223,-2.933774781214288e-05,-4.609042920042053e-05,1.6752681388277654e-05,0.1822775889548773,9.99999999999994e-05,0.0031168942114906,0.0,-0.184140244711904,9.468242598753293e-05
2.971e-05,2.972e-05,2.967e-05,2.967e-05,82868185.0,-0.001010101010101,-0.0043624161073825,-0.0023537323470074,-0.0066956812855708,0.0020263424518742,-0.7231033235663329,-0.4460100835192018,0.3156438806701443,42.47572815533981,-3.4394338655926696e-08,-1.7468973875845104e-08,-1.6925364780081585e-08,-0.5632154638198852,-1.3000000000000045e-07,0.0013570769394635,0.001685147113343,-1.3595140652140985,-0.0024347077473582
0.001625,0.001625,0.00162,0.00162,293705.0,-0.0018484288354899,-0.0133982947624848,-0.0211480362537764,-0.0199637023593466,-0.0276110444177671,8.533709871133183,4.715105757817517,1.7019125184341646,22.90998458782849,-7.797952190919787e-06,-4.41159244820641e-06,-3.3863597427133772e-06,-0.9513257925630412,-2.20000000000001e-05,0.0031560671847615,0.0030864178478902,-3.029749399585342,-0.0088791938783318
0.000695,0.000696,0.000689,0.000691,2451194.0,-0.0057553956834531,-0.010028653295129,-0.0267605633802817,-0.0253878702397742,-0.0335664335664336,-0.5094649168097531,-0.3794967106562182,1.084234241437024,11.105352780039894,-4.485873875458685e-06,-2.9367728505681554e-06,-1.5491010248905298e-06,-1.0109676162220418,-7.000000000000062e-06,0.0029772230039967,0.0101302313600124,-3.452596636980425,-0.0107571207000144
0.1122,0.1127,0.1118,0.1123,36587.81,-0.0017777777777778,-0.0061946902654868,-0.0360515021459227,-0.0360515021459227,-0.0401709401709402,0.9162372463609476,6.476909903871306,2.0966931382138956,27.65953327303555,-0.0012204332285556,-0.0009661421900296,-0.000254291038526,-0.5778798654282934,-0.0007,0.0119314178612894,0.0080142474798374,-2.3815221218041844,-0.0145372620943307
0.1141,0.1146,0.1135,0.1136,49828.27,-0.0061242344706911,0.0106761565836299,0.0161001788908765,-0.0257289879931388,-0.03154305200341,-0.5518240038193871,1.4870723152736898,1.747656290677082,59.648976300760005,-0.0003039884043901,-0.0006366210553044,0.0003326326509142,0.5576672501926634,0.0012,0.0059775430276336,0.0096830985063106,-0.8144425712604056,0.0022254722882748
5.91e-06,5.92e-06,5.91e-06,5.91e-06,5266920764.0,-0.0016891891891891,-0.011705685618729,0.0016949152542373,-0.0050505050505049,-0.0279605263157894,-0.2623945916675047,-0.4594356067186127,0.4978122976063983,49.34210526315787,-2.42097914799121e-10,9.173312649819495e-10,-1.1594291797810706e-09,-0.274561988740469,-7.000000000000019e-08,0.003034270794693,0.0016917611233293,-0.8685247167251166,-0.0013758036335276
0.000685,0.000689,0.000683,0.000685,2166812.0,-0.0014577259475219,-0.0086830680173661,-0.0029112081513829,-0.0086830680173661,-0.0338504936530325,0.1517876316936521,-0.7503516924674329,0.4819973657348194,35.97985128328128,-1.60309529963524e-06,-1.1149191421906778e-06,-4.881761574445621e-07,-0.665666276621878,-6.000000000000037e-06,0.0012141948055006,0.0087591113005675,-1.1800168536520912,-0.0043450619617975
1.1818,1.1833,1.178,1.178,893688.7,-0.003299771554277,-0.0074148972025616,-0.0035526983589917,0.017974421016246,-0.0267680105750165,-0.0557162958463354,0.3012677510556099,0.6521929237187418,49.414048988345826,0.0004619310219695,0.0012739390922239,-0.0008120080702544,-0.2513628723777443,-0.0088000000000001,0.0022672721972164,0.0044991510997461,-0.5482508039174571,-0.0013991976293966
0.975,0.981,0.974,0.978,211241.2,0.0041067761806981,0.0061728395061728,-0.0170854271356784,-0.0060975609756097,-0.0364532019704433,0.1556686197596108,1.7887179284078236,2.091653800190746,27.27271570248425,-0.0047433355995759,-0.0042386788063908,-0.0005046567931851,-0.2953790625917692,0.006,0.0028565446684443,0.0071574642053604,-0.976194439176295,-0.0054115057325863
1869.29,1871.4,1866.05,1869.59,1858.8403,0.0001604887417148,0.0204907071313555,0.0010977007185923,-0.0028481063293029,-0.0306777411393849,-0.2706047531775759,-0.4425736119445236,0.528023738168929,49.59704055100588,-4.278311365741274,-7.986690633590382,3.708379267849108,0.5290385470078035,37.53999999999997,0.0026982490568905,0.0028615899742709,-0.4235639036336437,0.0018845436321639
2.886e-05,2.887e-05,2.855e-05,2.867e-05,2454030026.0,-0.0065835065835065,0.0070249385317879,-0.005894590846047,0.0066713483146068,-0.036949949613705,-0.151927506560964,2.3656797569741235,2.9988870071952474,42.64099037138933,-6.88650077282604e-08,-9.29683910488419e-08,2.4103383320581497e-08,-0.0964051831491552,2.000000000000015e-07,0.0069468465314591,0.0111611035541139,-0.6679573429991301,-0.0004438906571333
1893.67,1898.09,1885.41,1897.59,1888.3733,0.002070054444544,0.0045101557909448,0.0331293487374368,0.0183153917980529,-0.0198753144256147,-0.1156429767810851,-0.2171542241664392,0.462768524197331,76.61187291480661,8.846360087331277,3.778791678393214,5.0675684089380635,0.6364336460672935,8.519999999999982,0.0033634539830926,0.0066821600029475,0.7482237902618848,0.0091897465081723
0.0858,0.0859,0.0857,0.0859,16345.0,0.0023337222870478,0.0035046728971963,0.0153664302600473,0.0141676505312868,0.0141676505312868,-0.9114053725906814,44.65642458100559,0.4289620928206146,64.81464677684173,0.0001608847612925,1.8948097622098575e-05,0.0001419366636704,0.9515017973164408,0.0003,0.0065127606046005,0.0023282886806951,1.6869337207050004,0.0054093014335894
79.74,79.96,79.68,79.77,3952.885,0.0005016932145991,-0.0058574277168493,0.0098746676794532,-0.0116466361045719,0.0168260038240917,-0.3112224006122335,-0.7497194154622816,0.4568463954752588,54.65393776487944,0.1518874050511982,0.1359186518438873,0.0159687532073108,0.1189368530264138,-0.4699999999999988,0.0041824899651953,0.0035100915130559,0.5362550329168033,0.0018257799543902
63839.09,63889.45,63682.27,63779.37,82.31717,-0.0009356334910736,0.0040162621386734,3.763113863830547e-05,-0.0004084291885502,-0.0036031864391209,-0.2410993669433755,0.2003752030587873,0.7066769636207269,55.48353759181731,18.726155358752298,14.87021272252241,3.855942636229883,0.1278031358097265,227.8385228810695,0.0021467915468966,0.0032483858024937,0.3634920320441946,0.0005564085149914
0.09,0.09,0.09,0.09,0.0,0.0,-0.0109890109890109,-0.0217391304347825,-0.0109890109890109,-0.0109890109890109,-1.0,-1.0,0.0,0.0,-0.0001864894509091,3.304886276027932e-05,-0.0002195383136694,-1.028568418197882,-0.001,0.0049144351153841,0.0,-1.1938340985085905,-0.0069916920339202
1.254,1.254,1.252,1.253,7342.97,0.0,-0.0071315372424723,-0.0071315372424723,-0.0157109190887667,0.0072347266881027,-0.8728340967417306,-0.188714433605899,0.4871190871391818,31.034467776463856,-0.0019267493419519,-0.000692706071243,-0.0012340432707088,-0.9688750671620322,-0.0090000000000001,0.002054401337816,0.0015961691926606,-0.8812366508672097,-0.0034532355412628
1.92,1.92,1.918,1.918,112.76,0.0015665796344646,0.0010438413361169,0.0015665796344646,0.006295907660021,0.0284182305630027,-0.9312878949453094,-0.1209853445587776,0.3060774395457533,54.28569257143712,0.0022467178775593,0.0029900996594351,-0.0007433817818757,0.4264033083756841,0.002,0.0016771037149127,0.0010427528670267,0.9966583801167508,0.0006407372608416
0.0481,0.0481,0.048,0.048,7224.4,-0.002079002079002,0.0041841004184099,-0.0103092783505154,-0.0224032586558043,-0.0163934426229508,-0.747927424982554,-0.0864672112490833,0.6034758921638429,31.249726564892484,-0.0001977744150693,-0.0001927540858949,-5.020329174460912e-06,-0.4027732032202787,0.0001999999999999,0.0018638898774877,0.0020833332899304,-1.4455002623327262,-0.0041435520668955
0.001131,0.001133,0.00113,0.001132,142378.0,0.0,0.00354609929078,-0.0043975373790677,-0.0139372822299651,-0.0266552020636285,-0.421775310376757,-0.8250486904271855,0.4655382268721462,34.46611980423209,-3.154958500468886e-06,-3.355621138008883e-06,2.00662637539997e-07,-0.2779584346738275,3.99999999999988e-06,0.0011557972493313,0.0026501743373017,-1.3816432204683478,-0.0024327715747576
0.978,0.979,0.975,0.976,108855.1,-0.0030643513789581,-0.0040816326530612,0.0,-0.0071210579857579,-0.0190954773869347,0.7843460272499576,0.0338755266487098,0.7500995032554878,48.71793122946059,-0.0011219546815182,-0.0005715835120847,-0.0005503711694334,-0.7051159151754556,-0.004,0.0019630418111015,0.0040983606515385,-1.262695956920996,-0.0025903745751236
2.87e-05,2.874e-05,2.862e-05,2.862e-05,270544365.0,-0.0027874564459929,-0.0055594162612925,-0.0027874564459929,-0.0052137643378519,0.0021008403361344,0.3778935073981231,-0.4930099077072354,0.7258125893292732,46.3800904977375,8.875325003693268e-09,-2.5774961431124176e-10,9.133074618004511e-09,-0.1353009359346,-1.599999999999985e-07,0.0016930977949739,0.0041927256210474,-0.5269226309907968,0.0004191719220478
0.00629,0.00632,0.00629,0.00631,686133.5,0.0015873015873015,-0.0125195618153365,-0.0109717868338559,-0.0125195618153365,0.0047770700636942,5.406905973137317,357.5938643252848,5.444065395576577,38.70792931932101,-8.17023879976387e-06,-2.9804254332549136e-07,-7.872196256438377e-06,-0.9492333189906724,-8.000000000000021e-05,0.0046626081850809,0.0047543574081843,-1.6102448392469182,-0.0042891769498846
5.83e-06,5.84e-06,5.83e-06,5.84e-06,1002097385.0,0.0,-0.0017094017094017,-0.0151770657672849,-0.0051107325383304,-0.0266666666666667,-0.6750993630670977,-0.8787884462745009,0.1712374311871604,21.367521367521277,-1.7821418600415538e-08,-1.0813326407931389e-08,-7.008092192484151e-09,-0.6946845751752578,-9.999999999999904e-09,0.0025328978449618,0.0017120356103406,-1.9220867245245172,-0.0052566955293746
0.1852,0.1852,0.1841,0.1843,122340.89,-0.0048596112311015,-0.0080731969860065,0.0159867695700108,0.0082056892778994,-0.0181140117208311,0.4666753382985418,-0.5294318902618842,0.8897010848998148,61.22440233248632,0.0004307672594815,9.67837731313598e-06,0.0004210888821683,0.3559062303216878,-0.0015,0.0049397169286274,0.0059685295389661,-0.0295391259203239,0.0059336384190569
0.001612,0.001612,0.001612,0.001612,5267.0,0.0006207324643079,0.0,0.0125628140703517,0.0100250626566416,0.0031113876789048,-0.623570611778159,-0.9643500155676789,0.0130781257235708,68.16735843911884,3.570763456905166e-06,2.5945771843089984e-06,9.761862725961674e-07,0.3288562259521078,0.0,0.0009809166140769,0.0,0.9417759326000372,0.0029471536014059
0.005099,0.005099,0.005099,0.005099,0.0,0.0,-0.0001960784313725,0.0202080832332933,0.0005886970172686,0.0091035028695825,-1.0,-1.0,0.0,78.41527466397237,1.4719120301941864e-05,9.832360895911724e-06,4.886759406030139e-06,0.3796962921687801,-1.0000000000001327e-06,0.0006411109963326,0.0,0.9815372631680218,0.0042145891272939
1868.29,1870.54,1862.12,1867.32,807.3973,-0.0005245410266017,-0.0002569868294249,0.017668537794975,0.0056439973287951,0.0006108735491752,0.8842573436456742,0.3606352775787824,0.6116100234335432,68.61242854237413,5.45088516731289,4.679214794616889,0.7716703726960015,0.3254749224821586,-0.4800000000000182,0.0017281145440751,0.004509136088081,1.0949965187240307,0.0035147245459326
